kd_supplier,kd_barang,gudang,qty
LTS 01,APUPU14,Gdg. Induk,3
LTS 01,APUPU15,Gdg. Induk,1
MAJUM01,AQIUA02,Gdg. Induk,5
MAJUM01,AQIUA03,Gdg. Induk,5
MAJUM01,AQIUA04,Gdg. Induk,5
MAJUM01,AQIUA05,Gdg. Induk,5
WAHAN01,AQIUO01,Gdg. Induk,55
ARTHA01,AQIUS01,Gdg. Induk,274
SAPRO01,AQIUV05,Gdg. Induk,10
SAPRO01,AQIUV07,Gdg. Induk,4
WAHAN01,AQIUV14,Gdg. Induk,519
MUKTI01,ARAJA07,Gdg. Induk,2
MUKTI01,ARAJA08,Gdg. Induk,4
ARTHA01,ARATC03,Gdg. Induk,8
NONAM01,ARING01,Gdg. Induk,6422
STARM01,ARING02,Gdg. Induk,90
STARM01,ARING03,Gdg. Induk,95
SATYA01,ASAGR04,Gdg. Induk,5
SATYA01,ASAGR06,Gdg. Induk,32
STARM01,ASARI01,Gdg. Induk,100
STARM01,ASARI02,Gdg. Induk,3
WIDJA01,ASEAL01,Gdg. Induk,20
GOLDE01,ASELA02,Gdg. Induk,2
STARM01,ASELA07,Gdg. Induk,35
MURNI01,ASELA08,Gdg. Induk,1
MURNI01,ASELA09,Gdg. Induk,1
MURNI01,ASELA10,Gdg. Induk,1
MURNI01,ASELA11,Gdg. Induk,1
MURNI01,ASELA12,Gdg. Induk,1
MURNI01,ASELA13,Gdg. Induk,1
ARTHA01,ASHAL01,Gdg. Induk,40
ARTHA05,ASILI01,Gdg. Induk,4
SINAM01,ASINA02,Gdg. Induk,6
ARTHA01,ASNOW01,Gdg. Induk,7
DALZO01,ASORE01,Gdg. Induk,1
NONAM01,ASPIE01,Gdg. Induk,24
NONAM01,ASPIN01,Gdg. Induk,115
IMTAS01,ASPRA18,Gdg. Induk,1
IMTAS01,ASPRA40,Gdg. Induk,4
,ASPRA41,Gdg. Induk,3
WIDJA01,ASPUY01,Gdg. Induk,1
WIDJA01,ASPUY03,Gdg. Induk,1
WIDJA01,ASPUY04,Gdg. Induk,12
STARM01,ASPUY05,Gdg. Induk,54
WIDJA01,ASTAI01,Gdg. Induk,81
CATUR03,ASTAR07,Gdg. Induk,9
GOLDE01,ASTIC01,Gdg. Induk,21
NONAM01,ATABU01,Gdg. Induk,1
STARM01,ATALI01,Gdg. Induk,28
GOLDE01,ATALI07,Gdg. Induk,1
STARM01,ATANG33,Gdg. Induk,1
TRIMA01,ATANG57,Gdg. Induk,8
GOLDE01,ATANG59,Gdg. Induk,18
SINAR01,ATOPI01,Gdg. Induk,14
SINAR13,ATORI01,Gdg. Induk,23
LAKAB01,ATRIC02,Gdg. Induk,8
STARM01,ATUTU01,Gdg. Induk,104
STARM01,ATUTU02,Gdg. Induk,45
STARM01,ATUTU03,Gdg. Induk,9
GOLDE01,ATUTU04,Gdg. Induk,9
NONAM01,ATUTU05,Gdg. Induk,1
MITRA09,ATUTU06,Gdg. Induk,1100
MITRA09,ATUTU07,Gdg. Induk,2510
MITRA09,ATUTU08,Gdg. Induk,200
MITRA09,ATUTU09,Gdg. Induk,600
,AUNIH01,Gdg. Induk,80
SINER01,AUNIS01,Gdg. Induk,9
ALFAB01,AVALL01,Gdg. Induk,10
NONAM01,AVENT01,Gdg. Induk,1
SYNGE01,AVIRT02,Gdg. Induk,1
MITRA09,AVISH02,Gdg. Induk,4
SARIK02,AVIST04,Gdg. Induk,36
WIDJA01,AVOLT01,Gdg. Induk,5
MAJUM01,AWEND03,Gdg. Induk,440
ZENIT01,AZENP01,Gdg. Induk,2
ZENIT01,AZENP02,Gdg. Induk,1
LESTA01,AZINC01,Gdg. Induk,1144
SARIK02,CBABL01,Gdg. Induk,0
SARIK02,CBABL03,Gdg. Induk,0
SURYA03,CPOLY05,Gdg. Induk,0
SURYA03,CPOLY06,Gdg. Induk,0
SARIK02,CTOPJ01,Gdg. Induk,0
SARIK02,CTOPJ04,Gdg. Induk,0
SARIK02,CTOPJ05,Gdg. Induk,0
EXCEL01,QABAC01,Gdg. Induk,2016
EXCEL01,QABAC03,Gdg. Induk,250
EXCEL01,QABAC04,Gdg. Induk,210
EXCEL01,QABAC07,Gdg. Induk,4165
ADVAN01,QABAD01,Gdg. Induk,1194
ADVAN01,QABAD02,Gdg. Induk,4657
ADVAN01,QABEN01,Gdg. Induk,964
ADVAN01,QABEN02,Gdg. Induk,3845
ADVAN01,QABOJ01,Gdg. Induk,14165
ADVAN01,QABOJ02,Gdg. Induk,0
CORTE01,QACAP02,Gdg. Induk,20650
SARAN08,QACCO01,Gdg. Induk,115
IMTAS01,QACCU05,Gdg. Induk,73
IMTAS01,QACCU06,Gdg. Induk,3
SINAR01,QACEO02,Gdg. Induk,2033
SINAR01,QACEO04,Gdg. Induk,1388
ADVAN01,QACHL01,Gdg. Induk,120
ASIAN01,QACL01,Gdg. Induk,562
ASIAN01,QACL02,Gdg. Induk,261
BASFI01,QACRO03,Gdg. Induk,45956
AGRON01,QACTI03,Gdg. Induk,1840
AGRON01,QACTI04,Gdg. Induk,972
BIOWO01,QADRI01,Gdg. Induk,4
BIOWO01,QADRI02,Gdg. Induk,190
ADVAN01,QAFON01,Gdg. Induk,113
ADVAN01,QAFON02,Gdg. Induk,400
ADVAN01,QAFON03,Gdg. Induk,2165
ADVAN01,QAFON04,Gdg. Induk,1684
AGROG01,QAGAP01,Gdg. Induk,500
AGROG01,QAGAP02,Gdg. Induk,480
ROYAL01,QAGIL01,Gdg. Induk,0
BAYER01,QAGRI04,Gdg. Induk,557
BAYER01,QAGRI06,Gdg. Induk,2058
SYNGE01,QAGRI07,Gdg. Induk,13764
GLOBA01,QAGRO02,Gdg. Induk,27253
ADVAN01,QAGUS01,Gdg. Induk,14218
ADVAN01,QAGUS02,Gdg. Induk,10948
SINER01,QAGXA01,Gdg. Induk,2213
SINER01,QAGXA02,Gdg. Induk,3085
ADVAN01,QAKAL01,Gdg. Induk,283
ADVAN01,QAKAL02,Gdg. Induk,2167
ADVAN01,QAKAL03,Gdg. Induk,1648
MAJUM01,QAKRO01,Gdg. Induk,230
MAJUM01,QAKRO02,Gdg. Induk,627
MAJUM01,QAKRO03,Gdg. Induk,800
IMTAS01,QALAT15,Gdg. Induk,1467
STARM01,QALAT16,Gdg. Induk,20
IMTAS01,QALAT17,Gdg. Induk,73
IMTAS01,QALAT18,Gdg. Induk,31
IMTAS01,QALAT21,Gdg. Induk,76
AGROG01,QALFA01,Gdg. Induk,3680
AGROG01,QALFA02,Gdg. Induk,2828
AGROG01,QALFA04,Gdg. Induk,12084
SYNGE01,QALIK01,Gdg. Induk,10490
SYNGE01,QALIK02,Gdg. Induk,3988
SYNGE01,QALIK03,Gdg. Induk,9849
SARIK02,QAMAB01,Gdg. Induk,1347
SARIK02,QAMAB02,Gdg. Induk,1176
ARTHA01,QAMAZ01,Gdg. Induk,204
BIOWO01,QAMBE01,Gdg. Induk,420
BIOWO01,QAMBE02,Gdg. Induk,801
ADILM01,QAMCO12,Gdg. Induk,86
ADILM01,QAMCO17,Gdg. Induk,9934
ADILM01,QAMCO18,Gdg. Induk,860
ADILM01,QAMCO19,Gdg. Induk,206
INTER01,QAMEG01,Gdg. Induk,2801
CHEIL01,QAMIB01,Gdg. Induk,405
CHEIL01,QAMIB02,Gdg. Induk,307
CHEIL01,QAMIB03,Gdg. Induk,567
CHEIL01,QAMIB04,Gdg. Induk,269
CHEIL01,QAMIB05,Gdg. Induk,641
CHEIL01,QAMIB06,Gdg. Induk,385
AGROG01,QAMIN04,Gdg. Induk,199
AGROG01,QAMIN05,Gdg. Induk,100
SYNGE01,QAMIS01,Gdg. Induk,5
SYNGE01,QAMIS02,Gdg. Induk,21183
SYNGE01,QAMIS03,Gdg. Induk,35651
ADVAN01,QAMOL01,Gdg. Induk,9682
ADVAN01,QAMOL02,Gdg. Induk,5238
TIGAM01,QAMPA01,Gdg. Induk,2425
TIGAM01,QAMPA02,Gdg. Induk,82
TIGAM01,QAMPA03,Gdg. Induk,144
ADVAN01,QAMUR01,Gdg. Induk,754
ADVAN01,QAMUR02,Gdg. Induk,210
MITRA01,QANDR01,Gdg. Induk,1115
MITRA01,QANDR02,Gdg. Induk,168
MITRA01,QANDR03,Gdg. Induk,230
MAJUM01,QANET04,Gdg. Induk,1072
MAJUM01,QANET06,Gdg. Induk,0
MAJUM01,QANET07,Gdg. Induk,1217
MAJUM01,QANET08,Gdg. Induk,726
ADVAN01,QANMI01,Gdg. Induk,200
BAYER01,QANTR01,Gdg. Induk,0
BAYER01,QANTR02,Gdg. Induk,167
BAYER01,QANTR03,Gdg. Induk,360
SYNGE01,QANVI02,Gdg. Induk,20
PETRO01,QAPPL01,Gdg. Induk,6291
PETRO01,QAPPL02,Gdg. Induk,6963
ADVAN01,QAREN01,Gdg. Induk,38332
ARTHA01,QARIZ01,Gdg. Induk,6
AGRON01,QARMA01,Gdg. Induk,1491
MITRA09,QARME01,Gdg. Induk,25048
DELIS01,QASET02,Gdg. Induk,1011
TUNAS05,QASET03,Gdg. Induk,1930
TUNAS05,QASET04,Gdg. Induk,690
ASIAN01,QASIA01,Gdg. Induk,4700
ASIAN01,QASIA02,Gdg. Induk,368
ASIAN01,QASIA03,Gdg. Induk,77
ASIAN01,QASIA05,Gdg. Induk,250
ASIAN01,QASIA06,Gdg. Induk,446
ASIAN01,QASIA07,Gdg. Induk,60
ASIAN01,QASIA08,Gdg. Induk,116
ADVAN01,QASLI01,Gdg. Induk,7051
ADVAN01,QASLI02,Gdg. Induk,1991
NUFAR01,QASSO01,Gdg. Induk,4946
NUFAR01,QASSO02,Gdg. Induk,6062
SINAR01,QASTA02,Gdg. Induk,885
MITOK01,QATON07,Gdg. Induk,20847
MITOK01,QATON08,Gdg. Induk,22105
MITOK01,QATON09,Gdg. Induk,3485
TANIN01,QAURO03,Gdg. Induk,264
SAPRO01,QAVID01,Gdg. Induk,56125
JAWAA01,QAXIA01,Gdg. Induk,1000
ADVAN01,QAYUN02,Gdg. Induk,115
ADVAN01,QAZIZI01,Gdg. Induk,240
LESTA01,QBACT01,Gdg. Induk,9904
LESTA01,QBACT02,Gdg. Induk,9812
,QBAGJA01,Gdg. Induk,49000
SURAB01,QBAGN01,Gdg. Induk,45597
ZENIT01,QBALE01,Gdg. Induk,509
ZENIT01,QBALE02,Gdg. Induk,578
MAJUM01,QBAME01,Gdg. Induk,2136
MAJUM01,QBAME03,Gdg. Induk,771
MAJUM01,QBAME04,Gdg. Induk,4380
BEHNM01,QBASF01,Gdg. Induk,306
BEHNM01,QBASF03,Gdg. Induk,1087
BEHNM01,QBASF04,Gdg. Induk,206
BERB01,QBASG01,Gdg. Induk,1206
BERB01,QBASG03,Gdg. Induk,1908
BERB01,QBASG04,Gdg. Induk,165
BERB01,QBASR01,Gdg. Induk,570
BERB01,QBASR02,Gdg. Induk,79
BERB01,QBASR03,Gdg. Induk,1785
AGROI01,QBAST03,Gdg. Induk,192
SARAN04,QBATT01,Gdg. Induk,8
BAYER01,QBAYC01,Gdg. Induk,2709
DHARM03,QBEEN02,Gdg. Induk,337
DHARM03,QBEEN08,Gdg. Induk,228
DHARM03,QBEEN09,Gdg. Induk,359
TANAM01,QBELL01,Gdg. Induk,859
TANAM01,QBELL02,Gdg. Induk,812
KARUN03,QBENA01,Gdg. Induk,17
ASIAN01,QBENC01,Gdg. Induk,157
ASIAN01,QBENC02,Gdg. Induk,148
MAJUM01,QBERN03,Gdg. Induk,1054
MAJUM01,QBERN04,Gdg. Induk,77
TANAM01,QBERN05,Gdg. Induk,3
TANAM01,QBERN06,Gdg. Induk,974
PERSA01,QBETA03,Gdg. Induk,840
ALFAB01,QBETA04,Gdg. Induk,1120
ARTHA01,QBETT01,Gdg. Induk,906
LESTA01,QBIGG04,Gdg. Induk,48165
LESTA01,QBIGG07,Gdg. Induk,98980
SARIK02,QBIGX03,Gdg. Induk,400
SARIK02,QBIGX04,Gdg. Induk,120
WAHAN01,QBIOC01,Gdg. Induk,191
WAHAN01,QBIOC02,Gdg. Induk,140
WAHAN01,QBIOC06,Gdg. Induk,480
WAHAN01,QBIOC07,Gdg. Induk,95
SYNGE01,QBION01,Gdg. Induk,0
SARIK02,QBION02,Gdg. Induk,9825
SARIK02,QBION03,Gdg. Induk,11898
BIOWO01,QBIOS01,Gdg. Induk,189
BIOWO01,QBIOS02,Gdg. Induk,318
BIOWO01,QBIOS03,Gdg. Induk,80
PUTRA05,QBLAC01,Gdg. Induk,358
PUTRA05,QBLAC02,Gdg. Induk,583
AGRIC01,QBLAS01,Gdg. Induk,3570
AGRIC01,QBLAS02,Gdg. Induk,524
BENIH01,QBLEW03,Gdg. Induk,0
EXCEL01,QBLUE01,Gdg. Induk,773
BEHNM01,QBM F01,Gdg. Induk,0
BEHNM01,QBM J01,Gdg. Induk,4755
BEHNM01,QBM P01,Gdg. Induk,848
BEHNM01,QBM P02,Gdg. Induk,9398
BEHNM01,QBM Z01,Gdg. Induk,2002
BEHNM01,QBMCA01,Gdg. Induk,100
BEHNM01,QBML01,Gdg. Induk,2972
STARM01,QBODY01,Gdg. Induk,5
PERSA01,QBONG01,Gdg. Induk,218
PERSA01,QBONG02,Gdg. Induk,290
PERSA01,QBONG03,Gdg. Induk,200
TANIN01,QBOOM03,Gdg. Induk,255
BINAG01,QBORA01,Gdg. Induk,43
LESTA01,QBORO01,Gdg. Induk,40539
SURYA02,QBRAP01,Gdg. Induk,549
SURYA02,QBRAP02,Gdg. Induk,255
MITRA01,QBRAS01,Gdg. Induk,349
MITRA01,QBRAS02,Gdg. Induk,1165
MITRA01,QBRAS03,Gdg. Induk,610
JAWAA01,QBRAU01,Gdg. Induk,2340
JAWAA01,QBRAU02,Gdg. Induk,192
JAWAA01,QBRAU03,Gdg. Induk,46
SARIK02,QBRAV01,Gdg. Induk,50
SARIK02,QBRAV04,Gdg. Induk,3415
SARIK02,QBRAV06,Gdg. Induk,525
SARIK02,QBRAV07,Gdg. Induk,14
CORTE01,QBROA01,Gdg. Induk,20445
,QBROS01,Gdg. Induk,1598
BENIH01,QBUNC05,Gdg. Induk,135
ASIAN01,QBUNI01,Gdg. Induk,251
STARM01,QBUSI01,Gdg. Induk,5
BENIH01,QCABE06,Gdg. Induk,2951
BENIH01,QCABE17,Gdg. Induk,1416
BISII01,QCABE21,Gdg. Induk,48
BENIH01,QCABE36,Gdg. Induk,853
BISII01,QCABE41,Gdg. Induk,650
BISII02,QCABE59,Gdg. Induk,276
AURAS01,QCABE62,Gdg. Induk,2015
BENIH01,QCABE63,Gdg. Induk,0
MAJUM01,QCABE64,Gdg. Induk,134
MAJUM01,QCABE65,Gdg. Induk,100
MAJUM01,QCABE66,Gdg. Induk,70
BENIH01,QCABE68,Gdg. Induk,2
BISII02,QCABE69,Gdg. Induk,552
BENIH01,QCABE70,Gdg. Induk,690
BASFI01,QCABR01,Gdg. Induk,9217
BASFI01,QCABR02,Gdg. Induk,5330
MITRA25,QCALC02,Gdg. Induk,1005
MITRA25,QCALC03,Gdg. Induk,737
MAJUM01,QCALG01,Gdg. Induk,1419
MAJUM01,QCALG03,Gdg. Induk,32
ZENIT01,QCALI01,Gdg. Induk,1217
JAWAA01,QCAM01,Gdg. Induk,1000
JAWAA01,QCAMI01,Gdg. Induk,0
JAWAA01,QCAMI02,Gdg. Induk,23
MITRA09,QCAST01,Gdg. Induk,85155
MITRA09,QCAST02,Gdg. Induk,1889
MITRA09,QCAST04,Gdg. Induk,35210
LILIS01,QCAUL06,Gdg. Induk,4033
PETRO01,QCEBA01,Gdg. Induk,717
PETRO01,QCEBA02,Gdg. Induk,1617
PETRO01,QCEBA03,Gdg. Induk,1553
EXCEL01,QCELQ01,Gdg. Induk,6926
EXCEL01,QCELQ02,Gdg. Induk,3
CENTA01,QCENT12,Gdg. Induk,0
NUFAR01,QCHAM01,Gdg. Induk,7
NUFAR01,QCHAM02,Gdg. Induk,50
SARAN04,QCHAR02,Gdg. Induk,10
JAWAA01,QCHIE01,Gdg. Induk,1437
JAWAA01,QCHIE02,Gdg. Induk,291
JAWAA01,QCHIE03,Gdg. Induk,5
DELIS01,QCOBR01,Gdg. Induk,819
DELIS01,QCOBR04,Gdg. Induk,884
BAYER01,QCONF02,Gdg. Induk,1137
BAYER01,QCONF05,Gdg. Induk,0
ZENIT01,QCORI01,Gdg. Induk,6553
ZENIT01,QCORI02,Gdg. Induk,3896
BAYER01,QCOUN05,Gdg. Induk,19
AGROI01,QCOWI01,Gdg. Induk,724
CATUR01,QCOYO01,Gdg. Induk,331
CATUR01,QCOYO02,Gdg. Induk,230
SYNGE01,QCURA01,Gdg. Induk,440
BINAG01,QCURA04,Gdg. Induk,309
SYNGE01,QCYMB01,Gdg. Induk,5000
SYNGE01,QCYMB02,Gdg. Induk,500
SYNGE01,QCYMB03,Gdg. Induk,1520
GLOBA01,QCYMO03,Gdg. Induk,1280
MAJUM01,QDAME01,Gdg. Induk,170
MAJUM01,QDAME02,Gdg. Induk,313
BERB01,QDANA01,Gdg. Induk,746
BERB01,QDANA02,Gdg. Induk,0
BERB01,QDANA03,Gdg. Induk,0
BAYER01,QDECI01,Gdg. Induk,5067
BAYER01,QDECI02,Gdg. Induk,5275
BAYER01,QDECI03,Gdg. Induk,157
BAYER01,QDECI05,Gdg. Induk,1617
KALAT01,QDEKA01,Gdg. Induk,7174
KALAT01,QDEKA03,Gdg. Induk,1242
KALAT01,QDEKA04,Gdg. Induk,110
KALAT01,QDEKT01,Gdg. Induk,297
KALAT01,QDEKT02,Gdg. Induk,2749
KALAT01,QDEKT03,Gdg. Induk,294
SINAR01,QDELL04,Gdg. Induk,95
MULTI01,QDEMO09,Gdg. Induk,400
MITRA09,QDESA01,Gdg. Induk,12968
MITRA09,QDESA02,Gdg. Induk,32436
MITRA25,QDEWA01,Gdg. Induk,1755
MITRA25,QDEWA02,Gdg. Induk,695
STARM01,QDINA01,Gdg. Induk,12
IMTAS01,QDINA04,Gdg. Induk,71
DANKE01,QDKDU01,Gdg. Induk,120
DANKE01,QDKFE01,Gdg. Induk,5035
DANKE01,QDKFE02,Gdg. Induk,1980
DANKE01,QDKFE03,Gdg. Induk,1969
DANKE01,QDKZO01,Gdg. Induk,77
SARAN08,QDONK04,Gdg. Induk,16
EXCEL01,QDUMI02,Gdg. Induk,1743
TANAM01,QDURU01,Gdg. Induk,1093
TANAM01,QDURU02,Gdg. Induk,792
DELTR01,QEDO01,Gdg. Induk,1849
SINAR01,QEKST04,Gdg. Induk,50
MITRA09,QELAZ01,Gdg. Induk,54347
MITRA09,QELAZ02,Gdg. Induk,48157
SYNGE01,QELES01,Gdg. Induk,220
SYNGE01,QELES02,Gdg. Induk,1700
SONGG03,QEM-401,Gdg. Induk,1751
SONGG03,QEM-402,Gdg. Induk,2868
SONGG03,QEM-403,Gdg. Induk,3390
SONGG03,QEM-404,Gdg. Induk,10
EXCEL01,QEMAC01,Gdg. Induk,327
EXCEL01,QEMAC03,Gdg. Induk,285
EXCEL01,QEMAC04,Gdg. Induk,48
EXCEL01,QEMAC05,Gdg. Induk,52
DELIS01,QEMAP04,Gdg. Induk,9
DELIS01,QEMAP05,Gdg. Induk,494
DELIS01,QEMAP06,Gdg. Induk,375
ASIAN01,QEMAP07,Gdg. Induk,1295
DELIS01,QEMAP08,Gdg. Induk,442
MAJUM01,QEMCL01,Gdg. Induk,443
MAJUM01,QEMCL02,Gdg. Induk,1656
CATUR01,QEROS01,Gdg. Induk,0
CATUR01,QEROS02,Gdg. Induk,5240
BAYER01,QETHR02,Gdg. Induk,2532
MULTI01,QFARG01,Gdg. Induk,16
REJEK04,QFAST08,Gdg. Induk,2833
AGROI01,QFENP01,Gdg. Induk,628
ASIAN01,QFENT02,Gdg. Induk,1274
MITRA01,QFENV01,Gdg. Induk,3172
