kd_suplier,kd_barang,gudang,qty
SARIK01,QIMAR01,Global,0
BEHNM01,QIMPE02,Global,640
BEHNM01,AIMPE01,Global,0
BEHNM01,QIMPE01,Global,315
NONAM01,AIMUN01,Global,8
NONAM01,AINAR01,Global,0
DOWAG01,AINDA01,Global,0
DOWAG01,QINDA01,Global,0
DOWAG01,AINDA02,Global,0
DOWAG01,QINDA02,Global,0
SARAN08,QINDO04,Global,480
SARAN08,QINDO03,Global,0
SARAN08,QINDO02,Global,0
SARAN08,QINDO01,Global,0
BAYER01,QINFI01,Global,0
BAYER01,AINFI01,Global,0
FMCAG01,QINFI03,Global,0
FMCAG01,QINFI02,Global,0
NONAM01,ZZINFIN01,Global,0
NONAM01,AINGR01,Global,0
MITRA01,AINOV01,Global,0
NUFAR01,QINOV01,Global,0
NUFAR01,AINOV02,Global,0
BASFI01,QINSU01,Global,175899
BASFI01,AINSU01,Global,0
BASFD01,QINSU02,Global,0
DOWAG01,QINTE01,Global,0
NONAM01,AINTE01,Global,0
NONAM01,ZZINT01,Global,0
NONAM01,QINTE05,Global,0
INTER01,QINTE02,Global,109
INTER01,AINTE02,Global,10
INTER01,QINTE04,Global,115
INTER01,QINTE03,Global,355
NONAM01,ZZIPHO01,Global,0
STARM01,QISIS01,Global,202
STARM01,AISIS01,Global,0
ARYST01,AITTO01,Global,0
ARYST01,QITTO01,Global,0
GLOBA01,QJAGA01,Global,0
GLOBA01,AJAGA01,Global,0
ADVAN02,QJAGU63,Global,0
NONAM01,AJAGU73,Global,0
ADVAN02,AJAGU34,Global,0
ADVAN02,QJAGU23,Global,0
ADVAN02,AJAGU56,Global,14
ADVAN02,QJAGU85,Global,0
JAGU01,AJAGU27,Global,0
SHRIR01,AJAGU40,Global,0
SHRIR01,QJAGU54,Global,0
SHRIR01,AJAGU41,Global,0
SHRIR01,QJAGU33,Global,0
SHRIR01,AJAGU01,Global,0
SHRIR01,QJAGU22,Global,0
PLANT01,AJAGU26,Global,0
PLANT01,QJAGU18,Global,0
BISII01,AJAGU04,Global,0
BISII01,QJAGU01,Global,0
BISII01,AJAGU02,Global,0
BISII01,QJAGU02,Global,0
BISII01,QJAGU03,Global,0
BISII01,AJAGU03,Global,0
NONAM01,AJAGU97,Global,0
BISII01,QJAGU92,Global,213577
NONAM01,AJAGU99,Global,0
BISII01,QJAGU59,Global,0
BISII01,QJAGU04,Global,1300
BISII01,AJAGU05,Global,0
BISII01,QJAGU60,Global,0
BISII01,QJAGU50,Global,0
BISII01,AJAGU61,Global,0
BISII01,AJAGU62,Global,0
BISII01,QJAGU57,Global,0
BISII01,AJAGU06,Global,0
BISII01,QJAGU05,Global,0
BISII01,QJAGU30,Global,0
BISII01,QJAGU31,Global,0
BISII01,AJAGU44,Global,0
BISII01,QJAGU49,Global,0
BISII01,QJAGU62,Global,237
NONAM01,AJAGU69,Global,0
BISII01,QJAGU72,Global,2800
SUMBE01,QJAGU89,Global,0
BISII01,AJAGU54,Global,0
NONAM01,AJAGU79,Global,0
BISII01,QJAGU41,Global,0
BISII01,AJAGU49,Global,0
BISII01,QJAGU38,Global,0
BISII01,QJAGU06,Global,0
BISII01,AJAGU07,Global,0
BISII01,QJAGU91,Global,11010
BISII01,QJAGU67,Global,21
BISII01,AJAGU78,Global,0
BISII01,QJAGU86,Global,0
BISII01,AJAGU67,Global,224
BISII01,QJAGU53,Global,0
BISII01,AJAGU60,Global,0
BISII01,QJAGU61,Global,0
BRANI01,AJAGU08,Global,0
BRANI01,QJAGU07,Global,0
BRANI01,AJAGU36,Global,0
BRANI01,QJAGU20,Global,0
BAYER01,QJAGU68,Global,6
NONAM01,AJAGU66,Global,0
NONAM01,AJAGU77,Global,0
BISII01,AJAGU52,Global,0
BISII01,QJAGU42,Global,0
BRANI01,AJAGU09,Global,0
BRANI01,QJAGU08,Global,0
BRANI01,AJAGU24,Global,0
BRANI01,AJAGU10,Global,0
BRANI01,QJAGU09,Global,0
BRANI01,AJAGU11,Global,0
BRANI01,QJAGU10,Global,0
BAYER01,QJAGU78,Global,9841
BRANI01,QJAGU32,Global,0
BRANI01,AJAGU42,Global,0
BISII01,AJAGU51,Global,0
BISII01,QJAGU40,Global,0
BAYER01,QJAGU84,Global,0
NONAM01,AJAGU72,Global,0
BENIH01,AJAGU55,Global,0
BENIH01,QJAGU36,Global,0
BENIH01,QJAGU80,Global,0
SURYA01,AJAGU64,Global,0
JAFRA01,AJAGU32,Global,0
JAFRA01,AJAGU33,Global,0
FORUM02,QJAGU51,Global,0
FORUM02,AJAGU58,Global,0
NONAM01,AJAGU81,Global,0
SURYA01,AJAGU59,Global,0
SURYA01,QJAGU74,Global,85
NONAM01,AJAGU74,Global,0
NONAM01,AJAGU68,Global,0
AGRIM01,QJAGU26,Global,0
AGRIM01,QJAGU75,Global,0
MAJUM01,AJAGU75,Global,0
JOHNN01,AJAGU12,Global,0
BENIH01,AJAGU45,Global,0
BENIH01,QJAGU35,Global,0
BISII01,AJAGU31,Global,0
BISII01,QJAGU24,Global,0
EASTW01,QJAGU34,Global,0
AGRIM01,QJAGU64,Global,0
AGRIM01,AJAGU48,Global,0
BISII01,QJAGU93,Global,0
BISII01,QJAGU45,Global,0
BISII01,QJAGU88,Global,470
BISII01,QJAGU55,Global,848
BISII01,QJAGU56,Global,852
AGRIM01,AJAGU37,Global,0
AGRIM01,QJAGU21,Global,0
BENIH01,QJAGU11,Global,0
BENIH01,AJAGU35,Global,0
ADVAN02,QJAGU73,Global,0
ADVAN02,QJAGU79,Global,0
NONAM01,AJAGU71,Global,0
BISII01,QJAGU28,Global,0
BISII01,QJAGU44,Global,813
NONAM01,AJAGU70,Global,0
BISII01,QJAGU43,Global,728
BISII01,AJAGU53,Global,0
AGRIM01,QJAGU81,Global,3959
AGRIM01,AJAGU47,Global,0
SYNGE02,QJAGU12,Global,0
SUMMA01,AJAGU13,Global,0
SUMMA01,AJAGU14,Global,0
SUMMA01,AJAGU16,Global,0
SUMMA01,AJAGU15,Global,0
BISII01,QJAGU27,Global,0
BISII01,QJAGU47,Global,1038
NONAM01,AJAGU98,Global,0
BISII01,QJAGU46,Global,0
AGRIM01,QJAGU19,Global,0
SYNGE02,QJAGU48,Global,0
SYNGE02,QJAGU82,Global,0
SYNGE02,AJAGU30,Global,0
SYNGE02,QJAGU13,Global,61160
SYNGE02,QJAGU87,Global,35000
SYNGE02,AJAGU43,Global,0
SYNGE02,AJAGU25,Global,0
SYNGE02,AJAGU17,Global,0
SYNGE02,QJAGU14,Global,0
SYNGE02,QJAGU65,Global,0
SYNGE02,QJAGU58,Global,0
SYNGE02,AJAGU63,Global,0
SYNGE02,QJAGU83,Global,0
SYNGE02,AJAGU38,Global,0
SYNGE02,QJAGU29,Global,49280
SYNGE02,QJAGU94,Global,14800
SYNGE02,AJAGU18,Global,0
SYNGE02,AJAGU19,Global,0
SYNGE02,AJAGU20,Global,0
SYNGE02,QJAGU15,Global,0
SYNGE02,AJAGU28,Global,0
DUPON01,QJAGU69,Global,0
DUPON01,QJAGU70,Global,3085
CORTE02,QJAGU71,Global,0
JAVAS01,AJAGU21,Global,0
JAVAS01,AJAGU22,Global,0
JAVAS01,QJAGU16,Global,0
ADVAN02,AJAGU57,Global,0
JAVAS01,AJAGU23,Global,0
LEMSI01,QJAGU66,Global,0
AGRIM01,QJAGU37,Global,0
AGRIM01,AJAGU29,Global,0
AGRIM01,QJAGU17,Global,0
NONAM01,AJAGU85,Global,0
AGRIM01,AJAGU46,Global,0
AGRIM01,QJAGU52,Global,0
AGRIM01,AJAGU39,Global,0
AGRIM01,QJAGU25,Global,4842
AGRIM01,AJAGU65,Global,0
ADVAN02,QJAGU77,Global,0
BUNGA04,AJAGU50,Global,0
BUNGA04,QJAGU39,Global,0
CRIND01,QJAGU76,Global,23183
NONAM01,AJAGU76,Global,0
REST01,QJAGU90,Global,343
NONAM01,ZZJAKE01,Global,0
NONAM01,ZZJAKE05,Global,0
NONAM01,ZZJAKE02,Global,131
JAVAK01,QJAKE01,Global,27
NONAM01,ZZJAKE03,Global,0
NONAM01,ZZJAKE04,Global,204
NONAM01,ZZJAMD07,Global,0
NONAM01,ZZJAMD01,Global,485
NONAM01,ZZJAMD02,Global,0
NONAM01,ZZJAMD03,Global,0
MIRAD,QJAMD01,Global,213
MIRAD,QJAMD02,Global,36
MIRAD,QJAMD03,Global,70
NONAM01,ZZJAMD05,Global,0
NONAM01,ZZJAMD06,Global,2
NONAM01,ZZJAMD04,Global,0
NONAM01,ZZJAMG01,Global,0
MAJUM01,QJAPR03,Global,0
MAJUM01,QJAPR02,Global,0
MAJUM01,AJAPR01,Global,0
MAJUM01,AJAPR03,Global,0
MAJUM01,QJAPR05,Global,0
MAJUM01,AJAPR06,Global,0
MAJUM01,QJAPR06,Global,1080
MAJUM01,AJAPR04,Global,0
MAJUM01,AJAPR02,Global,0
MAJUM01,QJAPR01,Global,0
MAJUM01,QJAPR04,Global,650
SAFEC01,QJATR01,Global,0
SAFEC01,AJATR01,Global,0
SAFEC01,QJATR05,Global,0
SAFEC01,QJATR04,Global,0
SAFEC01,AJATR03,Global,0
SAFEC01,QJATR02,Global,0
SAFEC01,QJATR03,Global,0
SAFEC01,AJATR02,Global,0
PUPUK02,QJERA01,Global,0
PUPUK02,AJERA01,Global,0
ARTHA01,AJERS01,Global,0
ARTHA01,QJERS01,Global,0
WIDJA01,AJET 01,Global,8
EXCEL01,CJOKE01,Global,0
EXCEL01,QJOKE01,Global,0
SAPRO01,QJONU01,Global,0
SAPRO01,AJONU02,Global,0
SAPRO01,QJONU02,Global,0
SAPRO01,AJONU01,Global,0
SAPRO01,QJONU04,Global,0
SAPRO01,QJONU03,Global,0
MAHAK01,QJOSS01,Global,0
MAHAK01,QJOSS02,Global,0
MAHAK01,QJOSS03,Global,0
PUPUK02,QKCLK01,Global,0
PUPUK02,AKCLK01,Global,0
SAPRO01,QKCLP01,Global,0
SAPRO01,AKCLP01,Global,0
WONDER01,QKCLW02,Global,0
WONDER01,QKCLW01,Global,0
KERTO01,QKNO306,Global,0
KERTO01,AKNO304,Global,0
KERTO01,CKNO307,Global,0
SAPRO01,QKNO301,Global,130
SAPRO01,AKNO301,Global,0
SAPRO01,QKNO308,Global,0
SAPRO01,AKNO307,Global,0
SAPRO01,QKNO309,Global,0
HEXTA01,QKNO302,Global,0
HEXTA01,AKNO306,Global,0
SAPRO01,QKNO303,Global,2697
SAPRO01,AKNO305,Global,0
SAPRO01,AKNO302,Global,0
SAPRO01,QKNO304,Global,0
SAPRO01,QKNO307,Global,0
HEXTA01,QKNO310,Global,0
KERTO01,AKNO303,Global,0
KERTO01,QKNO305,Global,0
KERTO01,CKNO301,Global,0
SAPRO01,QKSPT02,Global,17
SAPRO01,QKSPL01,Global,0
KERTO01,QKSPT01,Global,0
KERTO01,CKSPT01,Global,0
NONAM01,XKULKA01,Global,0
SEMIC01,QKACA15,Global,0
RAJAP01,AKACA18,Global,0
RAJAP01,AKACA19,Global,0
ADITY01,AKACA12,Global,0
HEXTA02,AKACA01,Global,0
SURYA01,AKACA02,Global,0
SURYA01,AKACA03,Global,0
GLOBA01,AKACA04,Global,0
BENIH01,AKACA08,Global,0
BENIH01,QKACA04,Global,0
RAJAP01,AKACA20,Global,0
RAJAP01,AKACA16,Global,0
MUTUP01,AKACA05,Global,0
BENIH01,QKACA14,Global,0
BENIH01,AKACA06,Global,0
BENIH01,QKACA01,Global,0
BENIH01,AKACA07,Global,0
BENIH01,QKACA02,Global,0
BENIH01,QKACA10,Global,0
BENIH01,AKACA21,Global,0
BENIH01,AKACA09,Global,0
RAJAP01,AKACA15,Global,0
BISII01,QKACA13,Global,0
BISII01,QKACA12,Global,0
GLOBA01,AKACA13,Global,0
ORIEN01,AKACA17,Global,0
BENIH01,QKACA06,Global,0
BENIH01,QKACA17,Global,0
BISII01,QKACA11,Global,0
BISII01,QKACA07,Global,0
AGRIM01,QKACA16,Global,0
RAJAP01,AKACA14,Global,0
BISII01,QKACA09,Global,0
BISII01,QKACA08,Global,0
BENIH01,AKACA10,Global,0
BENIH01,QKACA05,Global,0
BENIH01,AKACA11,Global,0
BENIH01,QKACA03,Global,0
NONAM01,ZZKALE01,Global,0
NONAM01,ZZKALE02,Global,0
NONAM01,ZZKALE03,Global,0
NONAM01,ZZKALE45,Global,0
NONAM01,ZZKALE21,Global,0
NONAM01,ZZKALE53,Global,0
NONAM01,ZZKALE15,Global,0
JAVAK01,QKALE01,Global,0
NONAM01,ZZKALE08,Global,0
NONAM01,ZZKALE24,Global,0
NONAM01,ZZKALE09,Global,0
NONAM01,ZZKALE13,Global,0
NONAM01,ZZKALE50,Global,0
NONAM01,ZZKALE17,Global,0
NONAM01,ZZKALE36,Global,0
NONAM01,ZZKALE46,Global,0
