kd_suplier,kd_barang,gudang,qty
SANLE01,QNPK113,Global,0
SANLE01,QNPK117,Global,0
SANLE01,QNPK122,Global,0
SANLE01,ANPK111,Global,0
SANLE01,ANPK104,Global,0
SANLE01,QNPK112,Global,0
MESTI02,QNPK106,Global,0
MESTI02,QNPK108,Global,0
MESTI02,QNPK114,Global,0
MESTI02,QNPK109,Global,0
MESTI02,QNPK105,Global,0
MESTI02,ANPK101,Global,0
MESTI02,QNPK110,Global,0
MESTI02,ANPK102,Global,0
MESTI02,QNPK107,Global,0
KERTO01,QNPK115,Global,0
KERTO01,QNPK116,Global,0
MULTI04,QNPK123,Global,0
MULTI04,ANPK110,Global,0
MULTI04,ANPK106,Global,0
MULTI04,QNPK120,Global,0
MULTI04,QNPK124,Global,0
MULTI04,ANPK109,Global,0
MULTI04,ANPK107,Global,0
MULTI04,QNPK119,Global,82
MULTI04,QNPK121,Global,0
MULTI04,QNPKM13,Global,76
MULTI05,QNPKA01,Global,0
JAVAM01,ANPKB05,Global,0
JAVAM01,QNPKB08,Global,0
BEHNM01,QNPKB07,Global,0
BEHNM01,ANPKB08,Global,0
BEHNM01,QNPKB04,Global,0
BEHNM01,ANPKB04,Global,0
BEHNM01,QNPKB03,Global,0
BEHNM01,ANPKB06,Global,0
BEHNM01,QNPKB10,Global,0
BEHNM01,QNPKB09,Global,0
BEHNM01,ANPKB07,Global,0
KERTO01,QNPKB11,Global,0
KERTO01,CNPKB03,Global,0
KERTO01,QNPKB06,Global,0
KERTO01,CNPKB02,Global,0
KERTO01,QNPKB12,Global,0
KERTO01,QNPKB02,Global,0
KERTO01,ANPKB01,Global,0
KERTO01,CNPKB01,Global,0
KERTO01,ANPKB03,Global,0
KERTO01,ANPKB02,Global,0
KERTO01,QNPKB01,Global,0
KERTO01,QNPKC04,Global,0
KERTO01,QNPKC03,Global,0
KERTO01,QNPKC09,Global,0
KERTO01,QNPKC05,Global,0
KERTO01,CNPKC03,Global,0
KERTO01,QNPKC06,Global,0
KERTO01,QNPKC07,Global,0
KERTO01,CNPKC06,Global,0
KERTO01,QNPKC08,Global,0
KERTO01,ANPKC04,Global,0
KERTO01,CNPKC04,Global,0
KERTO01,QNPKC11,Global,0
KERTO01,CNPKC01,Global,0
KERTO01,QNPKC10,Global,0
KERTO01,ANPKC02,Global,0
KERTO01,QNPKC01,Global,0
KERTO01,ANPKC01,Global,0
KERTO01,QNPKC02,Global,0
KERTO01,CNPKC02,Global,0
KERTO01,ANPKC03,Global,0
KERTO01,QNPKC12,Global,0
KERTO01,CNPKC05,Global,0
HEXTA01,ANPKD01,Global,0
HEXTA01,QNPKD01,Global,0
HEXTA01,QNPKD07,Global,0
HEXTA01,QNPKD02,Global,0
HEXTA01,ANPKD03,Global,0
HEXTA01,QNPKD18,Global,0
HEXTA01,QNPKD11,Global,0
HEXTA01,QNPKD03,Global,0
HEXTA01,ANPKD04,Global,0
HEXTA01,ANPKD05,Global,0
HEXTA01,QNPKD04,Global,0
HEXTA01,QNPKD05,Global,0
HEXTA01,ANPKD02,Global,0
HEXTA01,QNPKD17,Global,0
HEXTA01,QNPKD06,Global,0
HEXTA01,ANPKD07,Global,0
PIJAR01,ANPKD08,Global,1
PIJAR01,QNPKD10,Global,0
NUSAP01,ANPKD06,Global,0
PIJAR01,QNPKD09,Global,0
PIJAR01,QNPKD08,Global,0
PIJAR01,ANPKD09,Global,0
NUSAP01,ANPKF01,Global,0
HEXTA01,ANPKG01,Global,0
SAPRO01,QNPKL01,Global,0
SAPRO01,ANPKL01,Global,0
SENTA01,QNPKM02,Global,0
SENTA01,QNPKM07,Global,0
SENTA01,QNPKM01,Global,0
SENTA01,QNPKM04,Global,0
SENTA01,QNPKM03,Global,0
SENTA01,ANPKM05,Global,0
SENTA01,CNPKM01,Global,0
WILMA01,QNPKM10,Global,0
MULTI01,QNPKM11,Global,1600
MULTI04,QNPKM08,Global,165
MULTI04,ANPKM02,Global,0
MULTI04,QNPKM06,Global,0
MULTI04,ANPKM04,Global,0
MULTI04,ANPKM03,Global,0
MULTI04,QNPKM05,Global,0
MULTI04,ANPKM01,Global,0
SINAR01,QNPKM09,Global,0
SANTA01,ANPKN03,Global,0
BEHNM01,QNPKN04,Global,0
BEHNM01,QNPKN05,Global,0
BEHNM01,QNPKN02,Global,346
BEHNM01,ANPKN02,Global,0
BEHNM01,QNPKN07,Global,810
BEHNM01,ANPKN04,Global,0
BEHNM01,QNPKN03,Global,0
BEHNM01,QNPKN06,Global,0
BEHNM01,ANPKN05,Global,0
BEHNM01,QNPKN01,Global,0
BEHNM01,ANPKN01,Global,0
SAPRO03,QNPKC13,Global,0
PUPUK01,ANPKP02,Global,3
PUPUK01,ANPKP03,Global,0
PUPUK01,ANPKP01,Global,1
SYUKU01,ANPKR03,Global,0
SYUKU01,QNPKR03,Global,0
SYUKU01,ANPKR04,Global,0
SYUKU01,QNPKR04,Global,0
RABAN01,QNPKR02,Global,0
RABAN01,ANPKR01,Global,0
RABAN01,QNPKR01,Global,0
RABAN01,ANPKR02,Global,0
SAPRO01,QNPKS01,Global,0
SENTA01,QNPKS02,Global,0
NUSAP01,ANPKS06,Global,3
NUSAP01,QNPKS05,Global,26
NONAM01,ANPKS10,Global,0
NUSAP01,QNPKS08,Global,35
NUSAP01,ANPKS07,Global,0
NUSAP01,ANPKS02,Global,50
NUSAP01,CNPKS03,Global,0
NUSAP01,ANPKS05,Global,0
NUSAP01,QNPKS06,Global,365
NONAM01,ANPKS09,Global,0
NUSAP01,CNPKS02,Global,0
NUSAP01,ANPKS03,Global,2
NUSAP01,QNPKS03,Global,82
NUSAP01,QNPKS07,Global,71
NUSAP01,ANPKS08,Global,0
NUSAP01,ANPKS01,Global,30
NUSAP01,CNPKS01,Global,0
NUSAP01,ANPKS04,Global,0
NUSAP01,QNPKS04,Global,751
NONAM01,ZZNAMA01,Global,0
NUFAR01,QNAND01,Global,0
NUFAR01,ANAND01,Global,0
SAFEE03,QNANO01,Global,23062
BAYER01,QNATI02,Global,2600
BAYER01,QNATI03,Global,0
BAYER01,ANATI01,Global,0
BAYER01,QNATI01,Global,0
BAYER01,ANATI02,Global,0
NONAM01,ZZNAVA01,Global,0
NONAM01,ZZNAVA03,Global,0
NONAM01,ZZNAVA04,Global,0
NONAM01,ZZNAVA05,Global,0
NONAM01,ZZNAVA02,Global,0
CATUR01,ANAZO01,Global,0
SYNGE01,QNELV01,Global,0
MITRA01,QNEMA03,Global,11
MITRA01,QNEMA01,Global,0
MITRA01,ANEMA02,Global,0
MITRA01,QNEMA02,Global,2616
SINAR13,QNEOF04,Global,36
SINAR13,QNEOF03,Global,0
ARTHA01,ANEOF01,Global,0
SINAR13,QNEOF02,Global,0
SINAR13,ANEOF02,Global,0
SINAR13,QNEOF01,Global,0
MITRA01,QNEOC03,Global,3521
MITRA01,QNEOC02,Global,6604
MITRA01,ANEOC02,Global,0
MITRA01,QNEOC01,Global,21543
MITRA01,ANEOC01,Global,0
UPLIN01,QNEOR01,Global,956
UPLIN01,ANEOR01,Global,2
MAJUM01,QNEPT02,Global,0
JOHNN01,ANEPT01,Global,0
JOHNN01,QNEPT01,Global,0
JOHNN01,ANEPT02,Global,0
LESTA01,ANESH05,Global,0
LESTA01,ANESH04,Global,11364
LESTA01,ANESH03,Global,0
LESTA01,ANESH02,Global,0
LESTA01,ANESH01,Global,0
LESTA01,QNESH01,Global,0
LESTA01,ANESH06,Global,0
NONAM01,ZZNETB01,Global,0
MAJUM01,QNEWF01,Global,550
MAJUM01,QNEWF02,Global,605
MAJUM01,ANEWF01,Global,0
MAJUM01,QNEWF03,Global,577
MAJUM01,ANEWF02,Global,0
ARTHA01,ANEWN01,Global,1
ROYAL01,ANIMR01,Global,0
ROYAL01,QNIMR01,Global,0
PUPUK02,QNITR02,Global,0
PUPUK02,ANITR01,Global,0
PUPUK02,QNITR01,Global,0
SAPRO01,QNIXO01,Global,0
SAPRO01,QNIXO02,Global,0
NONAM01,ZZNOKI02,Global,15
NONAM01,ZZNOKI03,Global,15
NONAM01,ZZNOKI01,Global,7
PETRO01,ANOMA01,Global,0
PETRO01,ANOMI01,Global,0
PETRO01,QNOMI01,Global,0
MENTA01,ANORD01,Global,0
MENTA01,QNORD01,Global,0
MENTA01,QNORD03,Global,0
MENTA01,ANORD05,Global,0
MENTA01,ANORD02,Global,0
MENTA01,QNORD02,Global,0
MENTA01,QNORD04,Global,0
MENTA01,ANORD04,Global,0
MENTA01,ANORD03,Global,0
IMTAS01,QNOSE03,Global,10
IMTAS01,QNOSE04,Global,10
IMTAS01,QNOSE05,Global,10
IMTAS01,QNOSE01,Global,1355
IMTAS01,QNOSE02,Global,1831
JAWAA01,QNOST05,Global,7
JAWAA01,QNOST01,Global,10
NONAM01,ANOST04,Global,0
JAWAA01,ANOST01,Global,0
JAWAA01,QNOST04,Global,30
JAWAA01,QNOST02,Global,107
NONAM01,ANOST05,Global,0
JAWAA01,ANOST02,Global,0
JAWAA01,QNOST03,Global,0
JAWAA01,ANOST03,Global,0
NONAM01,XNOTEB01,Global,0
NONAM01,ZZNOTE01,Global,0
NONAM01,ZZNOTEB01,Global,0
CATUR01,ANOVI01,Global,0
DUPON01,QNOVL01,Global,0
SINAR01,QNOWE01,Global,0
SINAR01,ANOWE02,Global,0
SINAR01,ANOWE01,Global,0
SINAR01,QNOWE02,Global,0
TANIN01,QNOXO10,Global,2580
TANIN01,CNOXO01,Global,0
TANIN01,CNOXO02,Global,0
TANIN01,QNOXO01,Global,0
TANIN01,ANOXO01,Global,0
TANIN01,QNOXO02,Global,0
TANIN01,QNOXO07,Global,0
TANIN01,QNOXO08,Global,0
TANIN01,ANOXO02,Global,0
TANIN01,QNOXO03,Global,0
TANIN01,CNOXO04,Global,0
TANIN01,CNOXO05,Global,0
TANIN01,CNOXO03,Global,0
TANIN01,QNOXO04,Global,0
TANIN01,QNOXO06,Global,0
TANIN01,QNOXO05,Global,0
STARM01,ANOZZ01,Global,0
STARM01,ANOZZ02,Global,15
STARM01,QNOZZ01,Global,1145
SINAR01,ANUCL01,Global,0
SINAR01,QNUCL02,Global,0
SINAR01,CNUCL01,Global,0
SINAR01,QNUCL01,Global,0
SINAR01,ANUCL03,Global,0
SINAR01,QNUCL04,Global,0
SINAR01,ANUCL02,Global,0
SINAR01,QNUCL03,Global,0
SINAR01,CNUCL02,Global,0
NUFAR01,QNUFA02,Global,0
NUFAR01,QNUFA01,Global,0
NONAM01,ANUGO01,Global,0
NUFAR01,QNUGR02,Global,0
NUFAR01,QNUGR01,Global,0
NUFAR01,ANUME01,Global,0
NUFAR01,QNUME01,Global,1044
DOWAG01,ANURE01,Global,0
DOWAG01,QNURE01,Global,0
DOWAG01,ANURE02,Global,0
DOWAG01,QNURE02,Global,0
WIDJA01,AORIN01,Global,0
ASIAG01,QOBAL01,Global,0
GLOBA01,AOBSE01,Global,0
GLOBA01,QOBSE01,Global,0
ROYAL01,QODEO01,Global,0
ROYAL01,AODEO01,Global,0
ROYAL01,QODEO02,Global,0
ROYAL01,QODEO03,Global,0
AGRIC01,AOMIT01,Global,0
PRIMA03,QOMNI01,Global,980
PRIMA03,QOMNI03,Global,600
PRIMA03,QOMNI02,Global,490
SINAR01,QONEU01,Global,0
SINAR01,CONEU01,Global,0
SINAR01,QONEU02,Global,0
SINAR01,CONEU02,Global,0
EXCEL01,AONES01,Global,0
EXCEL01,QONES02,Global,0
EXCEL01,QONES01,Global,0
EXCEL01,AONES03,Global,0
SINAR01,QONES05,Global,0
SINAR01,AONES04,Global,0
SINAR01,QONES04,Global,0
SINAR01,QONES03,Global,0
SINAR01,AONES02,Global,0
NONAM01,AONNO01,Global,0
MAJUM01,QOPLO04,Global,382
MAJUM01,AOPLO01,Global,0
MAJUM01,QOPLO03,Global,1899
MAJUM01,QOPLO02,Global,1533
MAJUM01,QOPLO01,Global,1456
SYNGE01,AOPTI01,Global,0
SYNGE01,QOPTI01,Global,0
SYNGE01,AOPTI02,Global,0
SYNGE01,QOPTI02,Global,0
BASFI01,AOPUS01,Global,0
BASFI01,QOPUS01,Global,0
PETRO01,AORBI01,Global,0
ASIAN01,AORCA01,Global,0
ASIAN01,QORCA01,Global,2412
ASIAN01,QORCA02,Global,54
ASIAN01,QORCA04,Global,0
ASIAN01,QORCA03,Global,97
STARM01,QORIN01,Global,0
STARM01,AORIN02,Global,0
SYNGE01,AORON01,Global,0
SYNGE01,QORON01,Global,5637
SANIT01,QOSCA01,Global,0
SANIT01,QOSCA02,Global,0
KALAT01,QOSMO04,Global,1697
KALAT01,QOSMO03,Global,1400
KALAT01,QOSMO02,Global,0
KALAT01,QOSMO01,Global,0
KALAT01,QOSMO06,Global,522
KALAT01,AOSMO01,Global,0
KALAT01,QOSMO05,Global,1448
NONAM01,AOSTR01,Global,0
JAWAA01,QOXAT01,Global,0
BISII01,AOYON03,Global,0
BISII01,QOYON02,Global,0
BISII01,AOYON04,Global,0
BISII01,QOYON07,Global,0
BISII01,QOYON04,Global,0
BISII01,QOYON09,Global,0
BENIH01,AOYON01,Global,0
BENIH01,QOYON01,Global,468
BENIH01,QOYON06,Global,0
BENIH01,QOYON08,Global,0
BENIH01,QOYON03,Global,0
BENIH01,QOYON05,Global,0
RAJAP01,AOYON02,Global,0
NONAM01,XPCAMD01,Global,0
SAPRO01,APN601,Global,0
SAPRO01,QPN601,Global,0
WIDJA01,APVCS01,Global,0
GOLDE01,APACK01,Global,0
GOLDE01,APACK02,Global,0
ARTHA01,APACL02,Global,0
ARTHA01,QPACL01,Global,3100
ARTHA01,APACL01,Global,0
BAYER01,APADI03,Global,0
BAYER01,QPADI04,Global,0
BAYER01,APADI04,Global,0
BAYER01,QPADI05,Global,0
BAYER01,APADI08,Global,0
BAYER01,QPADI08,Global,0
MAKMU03,APADI05,Global,0
BISII01,APADI06,Global,0
BISII01,QPADI02,Global,76
NUSA01,QPADI40,Global,180
BISII01,QPADI41,Global,616
AGRIM01,APADI12,Global,0
AGRIM01,QPADI32,Global,0
AGRIM01,QPADI33,Global,0
BISII01,QPADI01,Global,0
BISII01,QPADI06,Global,0
BISII01,APADI10,Global,0
SURYA01,QPADI27,Global,0
NONAM01,QPADI36,Global,0
SURYA01,APADI21,Global,0
SURYA01,QPADI07,Global,0
SURYA01,QPADI12,Global,0
SURYA01,QPADI13,Global,0
SURYA01,APADI09,Global,0
NONAM01,QPADI35,Global,0
SURYA01,QPADI22,Global,1060
SURYA01,APADI22,Global,0
NONAM01,APADI35,Global,0
SURYA01,QPADI25,Global,0
SURYA01,APADI20,Global,0
SURYA01,QPADI09,Global,304
SURYA01,APADI07,Global,0
SURYA01,QPADI11,Global,0
SURYA01,QPADI30,Global,0
SURYA01,QPADI28,Global,0
SURYA01,QPADI10,Global,0
SURYA01,APADI24,Global,0
SEMIC01,APADI25,Global,0
SEMIC01,QPADI29,Global,0
NONAM01,APADI26,Global,0
NONAM01,APADI40,Global,95
AGRIM01,APADI02,Global,0
AGRIM01,QPADI03,Global,0
AGRIM01,APADI01,Global,0
RESTU03,QPADI31,Global,0
RESTU03,APADI13,Global,0
RESTU03,QPADI15,Global,0
RESTU03,APADI16,Global,0
RESTU03,QPADI14,Global,2
RESTU03,APADI17,Global,0
RESTU03,QPADI21,Global,0
RESTU03,APADI15,Global,0
RESTU03,QPADI19,Global,0
RESTU03,QPADI23,Global,952
RESTU03,APADI23,Global,0
RESTU03,QPADI18,Global,0
RESTU03,APADI19,Global,0
RESTU03,QPADI24,Global,1
RESTU03,QPADI26,Global,0
RESTU03,QPADI39,Global,688
RESTU03,APADI18,Global,0
RESTU03,QPADI17,Global,1158
RESTU03,QPADI37,Global,0
RESTU03,QPADI20,Global,0
RESTU03,APADI14,Global,0
RESTU03,QPADI16,Global,0
RESTU03,QPADI34,Global,0
RESTU03,QPADI38,Global,0
KENSO01,QPAKE12,Global,1239
NONAM01,APAKE12,Global,0
TANIN01,QPAKE03,Global,0
TANIN01,APAKE08,Global,0
TANIN01,QPAKE13,Global,662
TANIN01,QPAKE04,Global,695
TANIN01,APAKE07,Global,0
TANIN01,QPAKE05,Global,0
SURYA02,APAKE01,Global,0
SURYA02,APAKE02,Global,0
SURYA02,APAKE03,Global,0
NONAM01,ZZPAKE03,Global,0
KENSO01,QPAKE10,Global,138
BASFI01,APAKE04,Global,0
BASFI01,QPAKE01,Global,6322
BASFI01,APAKE05,Global,0
BASFI01,QPAKE02,Global,7667
NUFAR01,QPAKE08,Global,3438
NONAM01,APAKE09,Global,0
MAJUM01,APAKE10,Global,0
MAJUM01,QPAKE09,Global,9970
NONAM01,ZZPAKE02,Global,7
LESTA01,APAKE11,Global,0
LESTA01,QPAKE07,Global,4420
JAWAA01,QPAKE11,Global,573
JAWAA01,QPAKE06,Global,0
JAWAA01,APAKE06,Global,0
NONAM01,ZZPAKE01,Global,0
NONAM01,ZZPAKE04,Global,0
NONAM01,ZZPANC01,Global,0
ASIAN01,APANI01,Global,0
ASIAN01,QPANI01,Global,1223
TIGAM01,APAPA01,Global,0
TIGAM01,QPAPA01,Global,3896
TIGAM01,QPAPA03,Global,62
TIGAM01,QPAPA04,Global,0
TIGAM01,APAPA02,Global,0
TIGAM01,QPAPA02,Global,168
KNOWY01,APAPR01,Global,0
KRIST01,QPARA07,Global,0
SENTA01,QPARA05,Global,0
SENTA01,QPARA03,Global,0
SENTA01,APARA02,Global,0
SENTA01,QPARA04,Global,0
ADILM01,APARA03,Global,0
ADILM01,QPARA02,Global,11284
ADILM01,QPARA06,Global,2657
ADILM01,APARA01,Global,0
ADILM01,QPARA01,Global,0
ADILM01,QPARA08,Global,200
NONAM01,ZZPARC06,Global,0
NONAM01,ZZPARC01,Global,25
NONAM01,ZZPARC02,Global,13
NONAM01,ZZPARC03,Global,13
NONAM01,ZZPARC04,Global,16
NONAM01,ZZPARC05,Global,18
NONAM01,ZZPARC07,Global,0
BENIH01,QPARE05,Global,0
BISII01,APARE03,Global,0
BISII01,QPARE04,Global,0
BENIH01,QPARE08,Global,0
BISII01,QPARE03,Global,0
BENIH01,APARE01,Global,0
BENIH01,QPARE01,Global,1176
BENIH01,APARE02,Global,0
BISII01,QPARE07,Global,0
BISII01,QPARE02,Global,0
BISII01,QPARE06,Global,0
TANIM01,APASK02,Global,0
TANIM01,QPASK03,Global,0
TUNAS05,QPASK04,Global,327
TUNAS05,QPASK02,Global,967
TANIM01,APASK03,Global,0
TUNAS05,QPASK05,Global,159
TANIM01,APASK01,Global,0
TUNAS05,QPASK01,Global,3051
NONAM01,APASS01,Global,0
TIGAM01,QPASS01,Global,3173
TIGAM01,QPASS03,Global,241
TIGAM01,QPASS02,Global,276
NONAM01,ZZPAYU03,Global,0
NONAM01,ZZPAYU04,Global,0
JAVAK01,QPAYU01,Global,33
NONAM01,ZZPAYU01,Global,0
NONAM01,ZZPAYU02,Global,0
AGROG01,APEAN01,Global,0
SYNGE01,APEGA01,Global,0
SYNGE01,QPEGA01,Global,21401
IMTAS01,QPELA01,Global,9
SARAN04,QPELA02,Global,15
TUNAS05,QPELL02,Global,0
TUNAS05,QPELL01,Global,0
BASFI01,APEMU01,Global,0
SATYA01,APENE01,Global,0
SATYA01,QPENE01,Global,0
SATYA01,APENE02,Global,0
SATYA01,QPENE02,Global,0
AGROT01,QPENG03,Global,0
AGROT01,QPENG01,Global,0
AGROT01,QPENG02,Global,0
PRIMA03,QPENT01,Global,1934
PRIMA03,QPENT02,Global,6710
PRIMA03,QPENT04,Global,135
PRIMA03,QPENT03,Global,548
PRIMA03,QPENT05,Global,0
NONAM01,APENT01,Global,74
NONAM01,APENT03,Global,48
CENTA01,APENT02,Global,80
NONAM01,ZZPENU01,Global,0
NONAM01,APENY01,Global,0
STARM01,QPENY01,Global,0
BENIH01,QPEPA02,Global,0
RAJAP01,APEPA02,Global,0
RAJAP01,QPEPA01,Global,0
RAJAP01,APEPA01,Global,0
TANIM27,APERF01,Global,0
ZENIT01,QPERO03,Global,1100
ZENIT01,QPERO02,Global,1519
ZENIT01,QPERO01,Global,2928
ASIAG01,QPETI01,Global,0
PETRO01,QPETR01,Global,78400
PETRO01,APETR04,Global,0
PETRO01,QPETR03,Global,0
PETRO01,APETR03,Global,0
PETRO01,QPETR02,Global,93611
PETRO01,APETR01,Global,0
PETRO01,APETR02,Global,0
DUPON01,QPEXA03,Global,0
DUPON01,QPEXA01,Global,0
DUPON01,QPEXA02,Global,419
ARTHA01,APHEN01,Global,3
CATUR01,APHOS01,Global,0
CATUR01,APHOS03,Global,0
CATUR01,QPHOS01,Global,0
CATUR01,APHOS02,Global,0
CATUR01,QPHOS02,Global,0
SAPRO01,QPHOS03,Global,0
CATUR01,APHOS04,Global,0
CATUR01,QPHOS05,Global,680
INDOG01,QPHOS04,Global,0
JOHNN01,APHOT01,Global,0
JOHNN01,QPHOT01,Global,0
JOHNN01,APHOT02,Global,0
JOHNN01,QPHOT02,Global,0
JOHNN01,APHOT03,Global,0
JOHNN01,QPHOT03,Global,0
CENTA01,QPILA03,Global,0
CENTA01,CPILA01,Global,0
CENTA01,QPILA05,Global,0
CENTA01,CPILA03,Global,0
CENTA01,QPILA04,Global,0
CENTA01,CPILA02,Global,0
FORUM01,QPILA01,Global,0
FORUM01,QPILA02,Global,0
CENTA01,QPILL01,Global,105
JAWAA01,QPINA06,Global,0
JAWAA01,APINA01,Global,0
JAWAA01,QPINA04,Global,204
JAWAA01,QPINA13,Global,969
NONAM01,APINA04,Global,0
JAWAA01,QPINA12,Global,431
NONAM01,APINA05,Global,0
JAWAA01,QPINA07,Global,0
JAWAA01,APINA02,Global,0
JAWAA01,QPINA03,Global,0
JAWAA01,QPINA11,Global,1055
JAWAA01,APINA03,Global,0
JAWAA01,QPINA02,Global,0
JAWAA01,QPINA10,Global,1440
JAWAA01,QPINA08,Global,0
JAWAA01,QPINA01,Global,0
JAWAA01,QPINA05,Global,0
JAWAA01,QPINA09,Global,0
STARM01,APIPA01,Global,80
STARM01,APIPA04,Global,0
STARM01,QPIPA02,Global,90
STARM01,APIPA02,Global,0
STARM01,QPIPA01,Global,33
STARM01,APIPA03,Global,3
SARAN04,QPIPA03,Global,15
MITRA09,QPIRA03,Global,0
MITRA09,APIRA03,Global,0
MITRA09,APIRA01,Global,0
MITRA09,QPIRA01,Global,26467
MITRA09,APIRA02,Global,36
MITRA09,QPIRA02,Global,58731
JAWAA01,APIRI02,Global,0
JAWAA01,QPIRI01,Global,0
JAWAA01,APIRI05,Global,5
JAWAA01,APIRI01,Global,0
JAWAA01,QPIRI02,Global,0
JAWAA01,APIRI03,Global,0
JAWAA01,QPIRI03,Global,0
JAWAA01,APIRI04,Global,0
JAWAA01,QPIRI04,Global,0
NONAM01,ZZPIRI01,Global,0
NONAM01,ZZPISA02,Global,133
NONAM01,ZZPISA01,Global,0
STARM01,APITA01,Global,0
STARM01,QPITA01,Global,1165
TAKIR01,QPLAN03,Global,0
TAKIR01,APLAN01,Global,0
